i (mA/cm2), eta_a, eta_c, eta_ohmic, Eload, 
-21.497951641830994, -0.010000000000000009, 0.14697091449870209, -0.005374487910457749, 1.2999234694990371, 
-10.734753098455135, -0.0050000000000000044, 0.09231323299349925, -0.0026836882746137836, 1.2375749883579903, 
-2.9227588797323872e-14, 0.0, 2.7755575615628914e-16, -7.3068971993309689e-18, 1.1375780670898776, 
10.734753098455252, 0.0050000000000000044, -0.092313232993500138, 0.0026836882746138131, 1.0375811458217634, 
21.497951641831293, 0.010000000000000009, -0.14697091449870325, 0.0053744879104578236, 0.97523266468071612, 
32.318122098726121, 0.015000000000000013, -0.18253925308083707, 0.0080795305246815306, 0.93195928348435864, 
43.223953220433913, 0.020000000000000018, -0.20864673293414493, 0.010805988305108479, 0.89812534585062376, 
54.244377771333212, 0.025000000000000022, -0.22928011769381501, 0.013561094442833304, 0.86973685495322894, 
65.408654968050769, 0.030000000000000027, -0.24638565902310169, 0.016352163742012694, 0.84484024432476279, 
76.74645386687466, 0.035000000000000031, -0.26104594584100793, 0.019186613466718665, 0.82234550778215065, 
88.287937941656608, 0.040000000000000036, -0.27392197688041731, 0.022071984485414153, 0.80158410572404581, 
100.06385109792079, 0.044999999999999929, -0.28544587681526179, 0.025015962774480198, 0.78211622750013532, 
112.10560537309163, 0.050000000000000044, -0.2959151750649151, 0.028026401343272909, 0.76363649068168915, 
124.44537057766621, 0.054999999999999938, -0.3055431986510499, 0.031111342644416552, 0.7459235257944109, 
137.11616613783758, 0.060000000000000053, -0.31448794536087299, 0.034279041534459397, 0.72881108019454477, 
150.15195540648241, 0.064999999999999947, -0.32286957573881131, 0.037537988851620609, 0.71217050249944536, 
163.58774271665564, 0.070000000000000062, -0.33078150560389857, 0.040896935679163908, 0.69589962580681464, 
177.45967345971516, 0.074999999999999956, -0.33829771361550709, 0.044364918364928792, 0.67991543510944141, 
191.80513747905695, 0.080000000000000071, -0.34547771325679494, 0.047951284369764244, 0.66414906946331798, 
206.6628760800929, 0.084999999999999964, -0.3523700306582358, 0.051665719020023225, 0.64854231741161827, 
222.07309296768847, 0.09000000000000008, -0.35901469639704597, 0.055518273241922114, 0.63304509745090909, 
238.07756943371606, 0.094999999999999973, -0.3654450687774139, 0.059519392358429013, 0.61761360595403436, 
254.71978412981744, 0.10000000000000009, -0.37168919297372705, 0.06367994603245436, 0.60220892808369575, 
272.04503777382297, 0.10499999999999998, -0.37777083109229964, 0.068011259443455749, 0.58679597655412186, 
290.10058315271652, 0.10999999999999999, -0.3837102544944902, 0.072525145788179132, 0.57134266680720791, 
308.93576080046154, 0.11499999999999999, -0.38952486145556092, 0.077233940200115384, 0.5558192654342009, 
328.60214074560531, 0.12, -0.39522966453381658, 0.082150535186401336, 0.54019786736965936, 
349.15367074128, 0.125, -0.40083767939958559, 0.087288417685320002, 0.52445197000497168, 
370.64683140915645, 0.13, -0.40636023819118589, 0.09266170785228911, 0.50855612104640224, 
393.14079874909157, 0.13500000000000001, -0.41180724439286875, 0.098285199687272881, 0.49248562300973558, 
416.69761448772118, 0.14000000000000001, -0.41718738191749993, 0.1041744036219303, 0.47621628155044698, 
441.38236476213427, 0.14500000000000002, -0.42250828797097861, 0.11034559119053357, 0.45972418792836506, 
467.26336765911202, 0.15000000000000002, -0.42777669700945226, 0.11681584191477801, 0.44298552816564696, 
494.41237015626871, 0.15500000000000003, -0.43299856142729787, 0.12360309253906718, 0.4259764131235122, 
522.90475503888808, 0.16000000000000003, -0.43817915336475816, 0.130726188759722, 0.40867272496539708, 
552.8197583953862, 0.16500000000000004, -0.44332315108195486, 0.13820493959884655, 0.39104997640907579, 
584.24069832521741, 0.16999999999999993, -0.4484347126284976, 0.14606017458130435, 0.37308317988007533, 
617.25521552579505, 0.17500000000000004, -0.4535175389865771, 0.15431380388144877, 0.35474672422185133, 
651.95552645967348, 0.17999999999999994, -0.45857492843822922, 0.16298888161491837, 0.33601425703672971, 
688.43868984001483, 0.18500000000000005, -0.46360982357379737, 0.17210967246000372, 0.31685857105607607, 
726.80688721120714, 0.18999999999999995, -0.46862485209608984, 0.18170172180280178, 0.29725149319098565, 
767.16771844273694, 0.19500000000000006, -0.47362236236670185, 0.19179192961068423, 0.27716377511249113, 
809.63451299790154, 0.19999999999999996, -0.47860445447502087, 0.20240862824947539, 0.256564984365381, 
854.32665788510099, 0.20500000000000007, -0.48357300747722382, 0.21358166447127525, 0.23542339514137811, 
901.36994324809848, 0.20999999999999996, -0.48852970334497481, 0.2253424858120246, 0.21370587793287787, 
950.89692660324204, 0.21500000000000008, -0.49347604807614293, 0.2377242316508105, 0.19137778736292377, 
1003.0473167860227, 0.21999999999999997, -0.49841339034845555, 0.25076182919650569, 0.16840284754491602, 
1057.9683787270085, 0.22500000000000009, -0.50334293803839336, 0.26449209468175217, 0.14474303436973157, 
1115.8153602379434, 0.22999999999999998, -0.5082657728792267, 0.27895384005948587, 0.1203584541511647, 
1176.7519420531994, 0.23499999999999999, -0.51318286349197195, 0.29418798551329983, 0.095207218084605472, 
1240.950712439603, 0.23999999999999999, -0.51809507698958468, 0.31023767810990072, 0.069245311990391911, 
1308.5936677595034, 0.245, -0.52300318932670686, 0.32714841693987584, 0.042426460823294598, 
